,Month,Rm,Rf,Rm-Rf,SMB,HML,AMI,PMI
188,2016-01-31,-3.617794324332408,1.5,-5.117794324332408,-1.1,-3.31,0.35319728494485503,-3.4749504540490648
189,2016-02-29,-2.8200979904724477,1.52,-4.340097990472447,0.7,7.41,-2.3450207152304614,-2.7001451660857185
190,2016-03-31,5.8128484536224505,1.53,4.28284845362245,3.01,2.25,23.647916452368307,-0.44662292905148604
191,2016-04-30,-9.804686915287448,1.5,-11.304686915287448,4.33,-0.18,2.113488931438397,-0.5525045234039965
192,2016-05-31,-0.5978704274295694,1.48,-2.0778704274295694,0.86,-3.16,1.8416263262088108,-3.9014139455611456
193,2016-06-30,0.21010129618107953,1.23,-1.0198987038189204,0.27,-1.38,3.3567597880064994,-1.1288023885407341
194,2016-07-31,2.3682089505255846,1.24,1.1282089505255846,5.43,4.48,-3.801496218672753,2.777978626464673
195,2016-08-31,0.09169630495536296,1.25,-1.158303695044637,-4.51,4.76,4.255234393337915,-2.8951949155737395
196,2016-09-30,0.8260997967814774,1.26,-0.43390020321852263,3.14,1.53,-10.59441687531394,3.0645293313377664
197,2016-10-31,-2.7990807974424996,1.24,-4.0390807974425,-4.81,7.64,0.8408451524796874,1.6355391911145176
198,2016-11-30,-2.2571168033912414,1.23,-3.4871168033912414,-2.56,6.92,2.8679513158768373,-0.7518306355784858
199,2016-12-31,2.7428594168884786,1.27,1.4728594168884785,3.38,0.65,-2.621715903637096,-0.024877324627922803
200,2017-01-31,1.873702088940533,1.25,0.6237020889405329,-1.69,2.41,-4.936516322572658,-0.6393193685349843
201,2017-02-28,1.0463864474416198,1.26,-0.21361355255838022,-3.22,-0.03,1.7219432512862767,0.43830886396381175
202,2017-03-31,3.1930074997679583,1.27,1.9230074997679583,-0.57,0.69,-0.4956026423436839,0.20055185079415594
203,2017-04-30,1.8593369838296496,1.21,0.6493369838296497,-1.37,-2.53,-2.230938131360489,-1.5401144861364315
204,2017-05-31,4.759148207116851,1.26,3.4991482071168516,-3.75,0.79,1.4808249703846315,2.17226655041533
205,2017-06-30,1.8838873959497988,1.29,0.5938873959497988,0.3,1.85,-4.214844005746443,-1.576431704777562
206,2017-07-31,-0.1250109388371925,1.24,-1.3650109388371925,-3.37,3.29,4.817092240268352,-1.5803554433652351
207,2017-08-31,-1.1553284931756735,1.27,-2.4253284931756736,1.53,-2.09,0.9126970062501272,2.3007574123219428
208,2017-09-30,1.289447214756862,1.27,0.019447214756862063,-6.37,-2.02,1.2784807724046914,-0.202148799185494
209,2017-10-31,5.521543413294523,1.26,4.261543413294524,-4.46,-4.45,6.102513466536564,-1.8634313195177157
210,2017-11-30,-0.21907630097889808,1.53,-1.749076300978898,3.88,-4.23,6.976310886992593,0.6297663545908563
211,2017-12-31,0.47931651710860024,1.58,-1.1006834828913998,-0.52,-1.96,14.81851222660842,2.3620075464270798
212,2018-01-31,5.987724248729293,1.54,4.447724248729293,6.58,-3.61,4.539365033362799,0.2666605141438936
213,2018-02-28,-6.054572456463276,1.51,-7.564572456463276,1.61,1.74,0.9031763224440539,0.8349572254065549
214,2018-03-31,1.221067767237514,1.54,-0.31893223276248595,2.94,-5.19,-0.6984918431683695,-1.0522357216943306
215,2018-04-30,2.813043115080106,1.51,1.3030431150801058,4.07,4.11,9.436531468926162,-0.09550101029857672
216,2018-05-31,-3.0429417328032713,1.55,-4.592941732803271,4.24,2.0,-13.483324869717038,2.7963479387966856
217,2018-06-30,-4.607296210875262,1.57,-6.177296210875262,-4.52,-3.49,-3.716479655175519,-1.7693501411433488
218,2018-07-31,-1.761946946173481,1.52,-3.281946946173481,0.55,3.16,8.397054119702148,-1.9587549471535937
219,2018-08-31,1.9027704214364292,1.55,0.3527704214364291,0.47,-3.88,0.18713669229921948,6.376432279409499
220,2018-09-30,0.9421956529075999,1.65,-0.7078043470924,-0.8,-0.97,-10.718190763323165,-0.9243362161605404
221,2018-10-31,-14.577661210051915,1.57,-16.147661210051915,-6.58,8.47,6.012734749489269,0.2214473022550294
222,2018-11-30,3.8341332394226555,1.76,2.0741332394226557,6.22,-2.02,-1.712670178104247,-3.5234958536854606
223,2018-12-31,-3.7391980208259668,1.89,-5.629198020825966,-0.14,4.36,-0.21184468077581187,-5.929434065097368
224,2019-01-31,7.899908060149556,1.81,6.089908060149556,4.34,3.94,-3.194197132694441,-2.718277100395426
225,2019-02-28,-0.04275087985330117,1.8,-1.8427508798533012,-3.54,-3.07,2.5731911876196136,1.9001227617990395
226,2019-03-31,-2.107350818976144,1.81,-3.917350818976144,3.51,-1.59,1.7959804180913324,-1.583950888509193
227,2019-04-30,3.057378103292052,1.79,1.2673781032920521,1.9,-0.48,1.2802943693901625,-2.2272585785936627
228,2019-05-31,-7.478324810714113,1.79,-9.268324810714113,4.48,3.15,-2.6611693630276108,0.9505207326994025
229,2019-06-30,3.7466426936285018,1.83,1.9166426936285017,1.19,2.85,-4.7682543863759435,-4.309134425546361
230,2019-07-31,-5.446810147857832,1.56,-7.006810147857832,-4.68,0.98,1.5379499923816269,1.661619472134447
231,2019-08-31,-2.816404521943042,1.54,-4.356404521943042,2.68,-0.16,-1.6307884689893797,-1.2125621913460947
232,2019-09-30,4.7018280725216215,1.58,3.1218280725216214,-1.46,2.06,10.62168566385516,-3.4047329683352103
233,2019-10-31,1.8760106777428547,1.29,0.5860106777428546,-1.99,-8.51,-4.34289847792931,-2.172693851421826
234,2019-11-30,-0.29923634213035655,1.28,-1.5792363421303566,-0.22,1.91,3.7567424497533466,-0.24677010103746966
235,2019-12-31,5.280706053315768,1.39,3.8907060533157685,-2.21,-1.24,-0.15117478015127972,1.4854885853943216
236,2020-01-31,-3.5655876836301843,1.25,-4.815587683630184,1.31,-4.27,3.210360783522333,3.675438294248579
237,2020-02-29,-5.927135454602919,1.26,-7.1871354546029185,-2.55,-2.29,8.110374904686182,6.573768700869124
238,2020-03-31,-10.957704920875415,0.8,-11.757704920875415,-3.09,-15.81,-3.9130779178675823,-2.89044154208365
